what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000765270
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000780960
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000784740
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000840302
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000842456
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000844618
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000849778
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000934663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1291000939567
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291000941066
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291001045814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1291001051162
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1291001051449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1291001055286
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1291001055536
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291001056938
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291001058491
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291001058707
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291001083508
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291001090693
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291001096498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291001106859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291001133580
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1291001137089
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1291001146140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291001160530
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1291001162235
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291001166984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291001172352
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1291001179520
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1291001181240
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291001188526
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291001188865
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291001196955
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291001197161
